Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Days_for_Shipment(scheduled),Days_for_Shipping(real),Delivery_Status,Late_Delivery_Risk,Shipping_Mode,Order_Item_Quantity,Order_Item_Discount_Rate,Product_Category_Id,Order_Region,Customer_Country,Customer_Segment
76040,Transfer,14-01-2025,20-01-2025,4,6,Shipping canceled,0,Standard Class,1,0.01,74,Oceania,EE. UU.,Consumer
76039,Payment,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.02,74,Oceania,EE. UU.,Consumer
76038,Transfer,14-01-2025,18-01-2025,2,4,Late delivery,1,Second Class,1,0.029999999,74,Oceania,Puerto Rico,Consumer
76037,Debit,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.039999999,74,Oceania,EE. UU.,Consumer
76036,Payment,14-01-2025,16-01-2025,2,2,Shipping on time,0,Second Class,1,0.050000001,74,South Asia,EE. UU.,Consumer
76035,Debit,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.059999999,74,Southeast Asia,Puerto Rico,Consumer
76034,Cash,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.07,74,Southeast Asia,EE. UU.,Consumer
76033,Debit,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.090000004,74,Southeast Asia,Puerto Rico,Corporate
76032,Payment,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.100000001,74,Oceania,EE. UU.,Corporate
76031,Payment,14-01-2025,16-01-2025,4,2,Advance shipping,0,Standard Class,1,0.119999997,74,Oceania,Puerto Rico,Home Office
76030,Debit,14-01-2025,20-01-2025,4,6,Late delivery,1,Standard Class,1,0.129999995,74,Oceania,EE. UU.,Consumer
76029,Transfer,14-01-2025,19-01-2025,2,5,Late delivery,1,Second Class,1,0.150000006,74,Southeast Asia,Puerto Rico,Consumer
76028,Payment,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.159999996,74,Southeast Asia,EE. UU.,Consumer
76027,Debit,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.170000002,74,Southeast Asia,EE. UU.,Consumer
76026,Transfer,14-01-2025,16-01-2025,2,2,Shipping on time,0,Second Class,1,0.180000007,74,Southeast Asia,Puerto Rico,Consumer
76025,Payment,14-01-2025,20-01-2025,2,6,Late delivery,1,Second Class,1,0.200000003,74,Southeast Asia,EE. UU.,Consumer
76024,Transfer,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.25,74,Southeast Asia,EE. UU.,Consumer
76023,Transfer,14-01-2025,18-01-2025,2,4,Shipping canceled,0,Second Class,1,0,74,Oceania,Puerto Rico,Home Office
76022,Transfer,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.01,74,Oceania,Puerto Rico,Home Office
76021,Debit,14-01-2025,16-01-2025,2,2,Shipping on time,0,Second Class,1,0.02,74,Oceania,EE. UU.,Home Office
76020,Debit,14-01-2025,20-01-2025,4,6,Late delivery,1,Standard Class,1,0.029999999,74,Eastern Asia,Puerto Rico,Home Office
76019,Debit,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.039999999,74,Southeast Asia,EE. UU.,Home Office
76018,Payment,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.050000001,74,South Asia,Puerto Rico,Home Office
76017,Debit,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.059999999,74,South Asia,EE. UU.,Home Office
76016,Debit,14-01-2025,16-01-2025,4,2,Advance shipping,0,Standard Class,1,0.07,74,South Asia,EE. UU.,Home Office
76015,Debit,14-01-2025,20-01-2025,4,6,Late delivery,1,Standard Class,1,0.090000004,74,Eastern Asia,Puerto Rico,Consumer
76014,Debit,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.100000001,74,Eastern Asia,EE. UU.,Consumer
76013,Transfer,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.119999997,74,Eastern Asia,EE. UU.,Consumer
76012,Payment,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.129999995,74,Eastern Asia,Puerto Rico,Consumer
76011,Debit,14-01-2025,16-01-2025,4,2,Advance shipping,0,Standard Class,1,0.150000006,74,Eastern Asia,EE. UU.,Consumer
76010,Debit,14-01-2025,20-01-2025,4,6,Late delivery,1,Standard Class,1,0.159999996,74,Eastern Asia,Puerto Rico,Consumer
76009,Transfer,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.170000002,74,Eastern Asia,EE. UU.,Corporate
76008,Payment,14-01-2025,18-01-2025,2,4,Late delivery,1,Second Class,1,0.180000007,74,Oceania,Puerto Rico,Corporate
76007,Debit,14-01-2025,17-01-2025,2,3,Late delivery,1,Second Class,1,0.200000003,74,Oceania,EE. UU.,Consumer
76006,Debit,14-01-2025,16-01-2025,4,2,Advance shipping,0,Standard Class,1,0.25,74,Oceania,Puerto Rico,Consumer
76005,Payment,14-01-2025,20-01-2025,4,6,Late delivery,1,Standard Class,1,0,74,Oceania,EE. UU.,Corporate
76004,Transfer,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.01,74,Eastern Asia,Puerto Rico,Corporate
76003,Transfer,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.02,74,Eastern Asia,EE. UU.,Corporate
76002,Payment,14-01-2025,17-01-2025,2,3,Late delivery,1,Second Class,1,0.029999999,74,Eastern Asia,Puerto Rico,Corporate
76001,Transfer,14-01-2025,16-01-2025,2,2,Shipping on time,0,Second Class,1,0.039999999,74,Eastern Asia,EE. UU.,Home Office
76000,Debit,14-01-2025,20-01-2025,2,6,Late delivery,1,Second Class,1,0.050000001,74,Eastern Asia,Puerto Rico,Home Office
75999,Debit,14-01-2025,14-01-2025,0,0,Shipping on time,0,Same Day,1,0.059999999,74,Eastern Asia,EE. UU.,Corporate
75998,Transfer,14-01-2025,14-01-2025,0,0,Shipping on time,0,Same Day,1,0.07,74,Southeast Asia,Puerto Rico,Corporate
75997,Debit,14-01-2025,14-01-2025,0,0,Shipping on time,0,Same Day,1,0.090000004,74,Oceania,EE. UU.,Consumer
75996,Debit,14-01-2025,14-01-2025,0,0,Shipping on time,0,Same Day,1,0.100000001,74,Oceania,Puerto Rico,Corporate
75995,Debit,14-01-2025,20-01-2025,4,6,Late delivery,1,Standard Class,1,0.119999997,74,Oceania,EE. UU.,Consumer
75994,Transfer,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.129999995,74,Southeast Asia,Puerto Rico,Corporate
75993,Payment,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.150000006,74,Southeast Asia,EE. UU.,Consumer
75992,Payment,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.159999996,74,Southeast Asia,Puerto Rico,Consumer
75991,Cash,14-01-2025,16-01-2025,4,2,Advance shipping,0,Standard Class,1,0.170000002,74,Southeast Asia,EE. UU.,Consumer
75990,Payment,14-01-2025,20-01-2025,4,6,Late delivery,1,Standard Class,1,0.180000007,74,Oceania,Puerto Rico,Consumer
75989,Debit,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.200000003,74,Southeast Asia,EE. UU.,Home Office
75988,Payment,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.25,74,Eastern Asia,Puerto Rico,Consumer
75987,Transfer,14-01-2025,17-01-2025,2,3,Shipping canceled,0,Second Class,1,0,74,Eastern Asia,EE. UU.,Consumer
75986,Payment,14-01-2025,16-01-2025,2,2,Shipping on time,0,Second Class,1,0.01,74,South Asia,Puerto Rico,Consumer
75985,Payment,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.02,74,Eastern Asia,EE. UU.,Corporate
75984,Transfer,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.029999999,74,Eastern Asia,EE. UU.,Corporate
75983,Debit,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.039999999,74,Eastern Asia,EE. UU.,Corporate
75982,Transfer,14-01-2025,17-01-2025,2,3,Shipping canceled,0,Second Class,1,0.050000001,74,Southeast Asia,EE. UU.,Corporate
75981,Debit,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.059999999,74,Eastern Asia,Puerto Rico,Consumer
75980,Debit,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.07,74,Eastern Asia,EE. UU.,Consumer
75979,Debit,14-01-2025,16-01-2025,1,2,Late delivery,1,First Class,1,0.090000004,74,Eastern Asia,Puerto Rico,Consumer
75978,Transfer,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,74,Southeast Asia,EE. UU.,Consumer
75977,Transfer,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.119999997,74,South Asia,EE. UU.,Consumer
75976,Debit,14-01-2025,16-01-2025,4,2,Advance shipping,0,Standard Class,1,0.129999995,74,South Asia,Puerto Rico,Consumer
75975,Transfer,14-01-2025,20-01-2025,4,6,Shipping canceled,0,Standard Class,1,0.150000006,74,South Asia,EE. UU.,Consumer
75974,Payment,14-01-2025,19-01-2025,4,5,Late delivery,1,Standard Class,1,0.159999996,74,South Asia,Puerto Rico,Consumer
75973,Transfer,14-01-2025,18-01-2025,4,4,Shipping on time,0,Standard Class,1,0.170000002,74,Oceania,EE. UU.,Consumer
75972,Debit,14-01-2025,17-01-2025,4,3,Advance shipping,0,Standard Class,1,0.180000007,74,Oceania,Puerto Rico,Consumer
76108,Payment,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.050000001,74,Oceania,Puerto Rico,Home Office
76107,Payment,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.059999999,74,Southeast Asia,EE. UU.,Consumer
76106,Payment,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.07,74,Southeast Asia,Puerto Rico,Consumer
76105,Payment,15-01-2025,21-01-2025,2,6,Late delivery,1,Second Class,1,0.090000004,74,South Asia,EE. UU.,Consumer
76104,Debit,15-01-2025,20-01-2025,2,5,Late delivery,1,Second Class,1,0.100000001,74,Oceania,Puerto Rico,Consumer
76103,Debit,15-01-2025,19-01-2025,2,4,Late delivery,1,Second Class,1,0.119999997,74,Oceania,EE. UU.,Consumer
76102,Debit,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.129999995,74,Oceania,EE. UU.,Consumer
76101,Cash,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.150000006,74,South Asia,Puerto Rico,Consumer
76100,Transfer,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.159999996,74,Southeast Asia,EE. UU.,Consumer
76099,Debit,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.170000002,74,Oceania,Puerto Rico,Consumer
76098,Transfer,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.180000007,74,Eastern Asia,EE. UU.,Consumer
76097,Debit,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,74,Eastern Asia,Puerto Rico,Consumer
76096,Payment,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.25,74,South Asia,EE. UU.,Home Office
76095,Cash,15-01-2025,21-01-2025,2,6,Late delivery,1,Second Class,1,0,74,South Asia,Puerto Rico,Consumer
76094,Debit,15-01-2025,20-01-2025,2,5,Late delivery,1,Second Class,1,0.01,74,South Asia,EE. UU.,Home Office
76093,Debit,15-01-2025,19-01-2025,2,4,Late delivery,1,Second Class,1,0.02,74,Southeast Asia,Puerto Rico,Home Office
76092,Debit,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.029999999,74,Southeast Asia,EE. UU.,Consumer
76091,Debit,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.039999999,74,Southeast Asia,Puerto Rico,Consumer
76090,Debit,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.050000001,74,Southeast Asia,EE. UU.,Consumer
76089,Payment,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.059999999,74,Oceania,Puerto Rico,Consumer
76088,Debit,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.07,74,Southeast Asia,EE. UU.,Consumer
76087,Debit,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.090000004,74,Southeast Asia,EE. UU.,Corporate
76086,Debit,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.100000001,74,Southeast Asia,Puerto Rico,Corporate
76085,Cash,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.119999997,74,Eastern Asia,EE. UU.,Consumer
76084,Transfer,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.129999995,74,Eastern Asia,Puerto Rico,Consumer
76083,Transfer,15-01-2025,19-01-2025,2,4,Late delivery,1,Second Class,1,0.150000006,74,Eastern Asia,EE. UU.,Consumer
76082,Debit,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,74,Eastern Asia,Puerto Rico,Consumer
76081,Cash,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,74,Oceania,EE. UU.,Corporate
76080,Debit,15-01-2025,21-01-2025,2,6,Late delivery,1,Second Class,1,0.180000007,74,Oceania,EE. UU.,Corporate
76079,Debit,15-01-2025,20-01-2025,2,5,Late delivery,1,Second Class,1,0.200000003,74,South Asia,Puerto Rico,Corporate
76078,Cash,15-01-2025,19-01-2025,2,4,Late delivery,1,Second Class,1,0.25,74,South Asia,EE. UU.,Corporate
76077,Payment,15-01-2025,16-01-2025,0,1,Late delivery,1,Same Day,1,0,74,Southeast Asia,EE. UU.,Corporate
76076,Payment,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.01,74,Southeast Asia,Puerto Rico,Corporate
76075,Payment,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.02,74,Eastern Asia,EE. UU.,Corporate
76074,Payment,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.029999999,74,Eastern Asia,Puerto Rico,Home Office
76073,Debit,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.039999999,74,Southeast Asia,EE. UU.,Home Office
76072,Debit,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.050000001,74,Southeast Asia,Puerto Rico,Corporate
76071,Debit,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.059999999,74,Southeast Asia,EE. UU.,Home Office
76070,Debit,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.07,74,Southeast Asia,EE. UU.,Home Office
76069,Transfer,15-01-2025,20-01-2025,4,5,Shipping canceled,0,Standard Class,1,0.090000004,74,Southeast Asia,EE. UU.,Home Office
76068,Debit,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,74,Southeast Asia,Puerto Rico,Home Office
76067,Payment,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.119999997,74,Southeast Asia,EE. UU.,Corporate
76066,Transfer,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.129999995,74,Southeast Asia,EE. UU.,Corporate
76065,Debit,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.150000006,74,Southeast Asia,Puerto Rico,Home Office
76064,Debit,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.159999996,74,Southeast Asia,EE. UU.,Home Office
76063,Payment,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,74,Oceania,EE. UU.,Home Office
76062,Payment,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.180000007,74,Oceania,Puerto Rico,Home Office
76061,Transfer,15-01-2025,17-01-2025,4,2,Shipping canceled,0,Standard Class,1,0.200000003,74,Oceania,EE. UU.,Home Office
76060,Debit,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.25,74,Southeast Asia,Puerto Rico,Home Office
76059,Debit,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0,74,Southeast Asia,EE. UU.,Home Office
76058,Debit,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.01,74,Eastern Asia,EE. UU.,Home Office
76057,Transfer,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.02,74,Eastern Asia,Puerto Rico,Home Office
76056,Payment,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.029999999,74,Eastern Asia,EE. UU.,Home Office
76055,Payment,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,74,Southeast Asia,Puerto Rico,Home Office
76054,Debit,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.050000001,74,Eastern Asia,EE. UU.,Home Office
76053,Payment,15-01-2025,19-01-2025,2,4,Late delivery,1,Second Class,1,0.059999999,74,Oceania,Puerto Rico,Consumer
76052,Debit,15-01-2025,18-01-2025,2,3,Late delivery,1,Second Class,1,0.07,74,Oceania,EE. UU.,Home Office
76051,Transfer,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.090000004,74,Oceania,EE. UU.,Consumer
76050,Cash,15-01-2025,17-01-2025,1,2,Late delivery,1,First Class,1,0.100000001,74,South Asia,Puerto Rico,Consumer
76049,Transfer,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,74,Southeast Asia,EE. UU.,Consumer
76048,Payment,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.129999995,74,Southeast Asia,Puerto Rico,Consumer
76047,Debit,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,74,South Asia,EE. UU.,Corporate
76046,Debit,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,74,South Asia,Puerto Rico,Consumer
76045,Debit,15-01-2025,21-01-2025,4,6,Late delivery,1,Standard Class,1,0.170000002,74,South Asia,EE. UU.,Consumer
76044,Debit,15-01-2025,20-01-2025,4,5,Late delivery,1,Standard Class,1,0.180000007,74,South Asia,EE. UU.,Consumer
76043,Cash,15-01-2025,19-01-2025,4,4,Shipping on time,0,Standard Class,1,0.200000003,74,Eastern Asia,EE. UU.,Consumer
76042,Cash,15-01-2025,18-01-2025,4,3,Advance shipping,0,Standard Class,1,0.25,74,Eastern Asia,Puerto Rico,Consumer
76041,Cash,15-01-2025,17-01-2025,4,2,Advance shipping,0,Standard Class,1,0,74,Eastern Asia,EE. UU.,Consumer
76177,Cash,16-01-2025,19-01-2025,4,3,Advance shipping,0,Standard Class,1,0.090000004,74,Southeast Asia,EE. UU.,Corporate
76176,Debit,16-01-2025,18-01-2025,4,2,Advance shipping,0,Standard Class,1,0.100000001,74,Southeast Asia,Puerto Rico,Corporate
76175,Payment,16-01-2025,22-01-2025,4,6,Late delivery,1,Standard Class,1,0.119999997,74,Southeast Asia,EE. UU.,Consumer
76174,Debit,16-01-2025,18-01-2025,1,2,Late delivery,1,First Class,1,0.129999995,74,Oceania,EE. UU.,Consumer
76173,Debit,16-01-2025,18-01-2025,1,2,Late delivery,1,First Class,1,0.150000006,74,Oceania,Puerto Rico,Consumer
76172,Transfer,16-01-2025,18-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,74,Oceania,EE. UU.,Consumer
76171,Debit,16-01-2025,18-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,74,Oceania,EE. UU.,Consumer
76170,Debit,16-01-2025,18-01-2025,1,2,Late delivery,1,First Class,1,0.180000007,74,Oceania,Puerto Rico,Consumer
76169,Transfer,16-01-2025,21-01-2025,4,5,Shipping canceled,0,Standard Class,1,0.200000003,74,Eastern Asia,EE. UU.,Consumer
76168,Payment,16-01-2025,20-01-2025,4,4,Shipping on time,0,Standard Class,1,0.25,74,Eastern Asia,EE. UU.,Consumer
76167,Transfer,16-01-2025,19-01-2025,4,3,Advance shipping,0,Standard Class,1,0,74,South Asia,Puerto Rico,Consumer
76166,Transfer,16-01-2025,18-01-2025,4,2,Advance shipping,0,Standard Class,1,0.01,74,South Asia,EE. UU.,Consumer
76165,Debit,16-01-2025,22-01-2025,4,6,Late delivery,1,Standard Class,1,0.02,74,Eastern Asia,EE. UU.,Consumer
76164,Cash,16-01-2025,21-01-2025,4,5,Late delivery,1,Standard Class,1,0.029999999,74,South Asia,EE. UU.,Corporate
76163,Cash,16-01-2025,20-01-2025,4,4,Shipping on time,0,Standard Class,1,0.039999999,74,South Asia,Puerto Rico,Consumer
76162,Transfer,16-01-2025,19-01-2025,4,3,Advance shipping,0,Standard Class,1,0.050000001,74,South Asia,EE. UU.,Corporate
76161,Debit,16-01-2025,18-01-2025,4,2,Advance shipping,0,Standard Class,1,0.059999999,74,Southeast Asia,Puerto Rico,Corporate
76160,Transfer,16-01-2025,22-01-2025,4,6,Late delivery,1,Standard Class,1,0.07,74,Southeast Asia,EE. UU.,Consumer
76159,Cash,16-01-2025,21-01-2025,4,5,Late delivery,1,Standard Class,1,0.090000004,74,Eastern Asia,EE. UU.,Corporate
76158,Payment,16-01-2025,20-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,74,Oceania,EE. UU.,Corporate
76157,Cash,16-01-2025,19-01-2025,4,3,Advance shipping,0,Standard Class,1,0.119999997,74,Oceania,Puerto Rico,Home Office
76156,Transfer,16-01-2025,18-01-2025,4,2,Advance shipping,0,Standard Class,1,0.129999995,74,Oceania,EE. UU.,Consumer
76155,Debit,16-01-2025,22-01-2025,4,6,Late delivery,1,Standard Class,1,0.150000006,74,Oceania,EE. UU.,Consumer
76154,Transfer,16-01-2025,21-01-2025,4,5,Late delivery,1,Standard Class,1,0.159999996,74,Oceania,Puerto Rico,Consumer
76153,Transfer,16-01-2025,20-01-2025,4,4,Shipping on time,0,Standard Class,1,0.170000002,74,Southeast Asia,EE. UU.,Consumer
76152,Transfer,16-01-2025,19-01-2025,4,3,Advance shipping,0,Standard Class,1,0.180000007,74,Southeast Asia,EE. UU.,Corporate
76151,Debit,16-01-2025,18-01-2025,4,2,Advance shipping,0,Standard Class,1,0.200000003,74,Southeast Asia,Puerto Rico,Consumer
76150,Transfer,16-01-2025,22-01-2025,4,6,Late delivery,1,Standard Class,1,0.25,74,Southeast Asia,EE. UU.,Consumer
76149,Debit,16-01-2025,17-01-2025,0,1,Late delivery,1,Same Day,1,0,74,Southeast Asia,EE. UU.,Home Office
76148,Payment,16-01-2025,20-01-2025,4,4,Shipping on time,0,Standard Class,1,0.01,74,Southeast Asia,EE. UU.,Corporate
76147,Debit,16-01-2025,19-01-2025,4,3,Advance shipping,0,Standard Class,1,0.02,74,Southeast Asia,Puerto Rico,Corporate
76146,Debit,16-01-2025,18-01-2025,4,2,Advance shipping,0,Standard Class,1,0.029999999,74,Southeast Asia,EE. UU.,Consumer
76145,Debit,16-01-2025,22-01-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,74,Southeast Asia,Puerto Rico,Consumer
76144,Payment,16-01-2025,21-01-2025,4,5,Late delivery,1,Standard Class,1,0.050000001,74,Southeast Asia,EE. UU.,Corporate
76143,Debit,16-01-2025,20-01-2025,4,4,Shipping on time,0,Standard Class,1,0.059999999,74,South Asia,EE. UU.,Corporate
76142,Payment,16-01-2025,19-01-2025,4,3,Advance shipping,0,Standard Class,1,0.07,74,South Asia,Puerto Rico,Consumer
76141,Transfer,16-01-2025,18-01-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,74,South Asia,EE. UU.,Consumer
76140,Cash,16-01-2025,22-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,74,Oceania,EE. UU.,Consumer
76139,Debit,16-01-2025,21-01-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,74,Oceania,Puerto Rico,Consumer
76138,Debit,16-01-2025,18-01-2025,1,2,Late delivery,1,First Class,1,0.129999995,74,Oceania,EE. UU.,Consumer
